Date,Stock,Price
2024-05-07T00:00:00,FPT,113.39068
2024-05-07T00:00:00,HDB,24.3
2024-05-07T00:00:00,HPG,27.409365
2024-05-07T00:00:00,MBB,22.2586
2024-05-07T00:00:00,MSN,71.2
2024-05-07T00:00:00,MWG,59.3
2024-05-07T00:00:00,POW,11.1
2024-05-07T00:00:00,SHB,11.65
2024-05-07T00:00:00,STB,28.3
2024-05-07T00:00:00,TCB,23.22671
2024-05-07T00:00:00,TPB,17.27075
2024-05-07T00:00:00,VHM,41.05
2024-05-07T00:00:00,VIB,21.7
2024-05-07T00:00:00,VIC,45
2024-05-07T00:00:00,VNM,68
2024-05-07T00:00:00,VPB,17.8506
2024-05-07T00:00:00,VRE,23.35
2024-05-06T00:00:00,VN30,1274.62
2024-05-06T00:00:00,ACB,23.184
2024-05-06T00:00:00,FPT,110.19536
2024-05-06T00:00:00,HDB,24.3
2024-05-06T00:00:00,HPG,26.63663
2024-05-06T00:00:00,MBB,22.40536
2024-05-06T00:00:00,MSN,71.1
2024-05-06T00:00:00,MWG,58.3
2024-05-06T00:00:00,POW,11.1
2024-05-06T00:00:00,SHB,11.75
2024-05-06T00:00:00,STB,28.1
2024-05-06T00:00:00,TCB,23.444915
2024-05-06T00:00:00,TPB,17.3194
2024-05-06T00:00:00,VHM,41.15
2024-05-06T00:00:00,VIB,21.7
2024-05-06T00:00:00,VIC,44.75
2024-05-06T00:00:00,VNM,65.8
2024-05-06T00:00:00,VPB,17.803125
2024-05-06T00:00:00,VRE,23.35
2024-05-03T00:00:00,VN30,1255.62
2024-05-03T00:00:00,ACB,23.1
2024-05-03T00:00:00,FPT,108.72724
2024-05-03T00:00:00,HDB,24.45
2024-05-03T00:00:00,HPG,26.045715
2024-05-03T00:00:00,MBB,21.91616
2024-05-03T00:00:00,MSN,69.8
2024-05-03T00:00:00,MWG,55.7
2024-05-03T00:00:00,POW,10.95
2024-05-03T00:00:00,SHB,11.6
2024-05-03T00:00:00,STB,27.55
2024-05-03T00:00:00,TCB,23.37218
2024-05-03T00:00:00,TPB,17.0275
2024-05-03T00:00:00,VHM,41.1
2024-05-03T00:00:00,VIB,21.2
2024-05-03T00:00:00,VIC,44.45
2024-05-03T00:00:00,VNM,65.6
2024-05-03T00:00:00,VPB,17.4708
2024-05-03T00:00:00,VRE,23.4
2024-05-02T00:00:00,VN30,1247.21
2024-05-02T00:00:00,ACB,22.68
2024-05-02T00:00:00,FPT,109.93628
2024-05-02T00:00:00,HDB,23.65
2024-05-02T00:00:00,HPG,25.772985
2024-05-02T00:00:00,MBB,21.91616
2024-05-02T00:00:00,MSN,68
2024-05-02T00:00:00,MWG,55.6
2024-05-02T00:00:00,POW,11.1
2024-05-02T00:00:00,SHB,11.7
2024-05-02T00:00:00,STB,27.6
2024-05-02T00:00:00,TCB,22.717565
2024-05-02T00:00:00,TPB,17.17345
2024-05-02T00:00:00,VHM,41.15
2024-05-02T00:00:00,VIB,21.4
2024-05-02T00:00:00,VIC,44.4
2024-05-02T00:00:00,VNM,65.4
2024-05-02T00:00:00,VPB,17.37585
2024-05-02T00:00:00,VRE,22.75
2024-04-26T00:00:00,VN30,1240.5
2024-04-26T00:00:00,ACB,22.554
2024-04-26T00:00:00,FPT,106.39552
2024-04-26T00:00:00,HDB,23.6
2024-04-26T00:00:00,HPG,25.81844
2024-04-26T00:00:00,MBB,21.7694
2024-04-26T00:00:00,MSN,67.2
2024-04-26T00:00:00,MWG,54.9
2024-04-26T00:00:00,POW,10.5
2024-04-26T00:00:00,SHB,11.45
2024-04-26T00:00:00,STB,28.2
2024-04-26T00:00:00,TCB,22.59634
2024-04-26T00:00:00,TPB,17.4167
2024-04-26T00:00:00,VHM,40.8
2024-04-26T00:00:00,VIB,21.1
2024-04-26T00:00:00,VIC,44.45
2024-04-26T00:00:00,VNM,65
2024-04-26T00:00:00,VPB,17.613225
2024-04-26T00:00:00,VRE,22.45
2024-04-25T00:00:00,VN30,1233.72
2024-04-25T00:00:00,ACB,22.512
2024-04-25T00:00:00,FPT,106.39552
2024-04-25T00:00:00,HDB,22.5
2024-04-25T00:00:00,HPG,25.954805
2024-04-25T00:00:00,MBB,21.7694
2024-04-25T00:00:00,MSN,68.1
2024-04-25T00:00:00,MWG,53.8
2024-04-25T00:00:00,POW,10.55
2024-04-25T00:00:00,SHB,11.1
2024-04-25T00:00:00,STB,28.45
2024-04-25T00:00:00,TCB,22.378135
2024-04-25T00:00:00,TPB,17.46535
2024-04-25T00:00:00,VHM,40.7
2024-04-25T00:00:00,VIB,21.15
2024-04-25T00:00:00,VIC,42
2024-04-25T00:00:00,VNM,64.7
2024-04-25T00:00:00,VPB,17.6607
2024-04-25T00:00:00,VRE,22.55
2024-04-24T00:00:00,VN30,1232.17
2024-04-24T00:00:00,ACB,22.722
2024-04-24T00:00:00,FPT,103.71836
2024-04-24T00:00:00,HDB,22.4
2024-04-24T00:00:00,HPG,26.18208
2024-04-24T00:00:00,MBB,22.06292
2024-04-24T00:00:00,MSN,66.9
2024-04-24T00:00:00,MWG,52.3
2024-04-24T00:00:00,POW,10.65
2024-04-24T00:00:00,SHB,11.2
2024-04-24T00:00:00,STB,28.6
2024-04-24T00:00:00,TCB,22.7903
2024-04-24T00:00:00,TPB,17.514
2024-04-24T00:00:00,VHM,40.6
2024-04-24T00:00:00,VIB,21.4
2024-04-24T00:00:00,VIC,41.6
2024-04-24T00:00:00,VNM,64
2024-04-24T00:00:00,VPB,17.6607
2024-04-24T00:00:00,VRE,22.55
2024-04-23T00:00:00,VN30,1200.37
2024-04-23T00:00:00,ACB,22.386
2024-04-23T00:00:00,FPT,96.98228
2024-04-23T00:00:00,HDB,22.2
2024-04-23T00:00:00,HPG,25.09116
2024-04-23T00:00:00,MBB,21.5248
2024-04-23T00:00:00,MSN,64.7
2024-04-23T00:00:00,MWG,49.8
2024-04-23T00:00:00,POW,10.45
2024-04-23T00:00:00,SHB,10.95
2024-04-23T00:00:00,STB,27.8
2024-04-23T00:00:00,TCB,22.40238
2024-04-23T00:00:00,TPB,16.78425
2024-04-23T00:00:00,VHM,40.2
2024-04-23T00:00:00,VIB,21
2024-04-23T00:00:00,VIC,41
2024-04-23T00:00:00,VNM,63.5
2024-04-23T00:00:00,VPB,17.4708
2024-04-23T00:00:00,VRE,21.9
2024-04-22T00:00:00,VN30,1206.64
2024-04-22T00:00:00,ACB,22.512
2024-04-22T00:00:00,FPT,95.25508
2024-04-22T00:00:00,HDB,22.4
2024-04-22T00:00:00,HPG,25.4548
2024-04-22T00:00:00,MBB,22.11184
2024-04-22T00:00:00,MSN,66.9
2024-04-22T00:00:00,MWG,48.6
2024-04-22T00:00:00,POW,10.65
2024-04-22T00:00:00,SHB,11.25
2024-04-22T00:00:00,STB,27.65
2024-04-22T00:00:00,TCB,21.941725
2024-04-22T00:00:00,TPB,17.0275
2024-04-22T00:00:00,VHM,41.45
2024-04-22T00:00:00,VIB,21.2
2024-04-22T00:00:00,VIC,42
2024-04-22T00:00:00,VNM,64
2024-04-22T00:00:00,VPB,17.37585
2024-04-22T00:00:00,VRE,22.4
2024-04-19T00:00:00,VN30,1194.03
2024-04-19T00:00:00,ACB,22.344
2024-04-19T00:00:00,FPT,94.1324
2024-04-19T00:00:00,HDB,22.25
2024-04-19T00:00:00,HPG,25.27298
2024-04-19T00:00:00,MBB,22.20968
2024-04-19T00:00:00,MSN,66.5
2024-04-19T00:00:00,MWG,48.2
2024-04-19T00:00:00,POW,10.6
2024-04-19T00:00:00,SHB,11.15
2024-04-19T00:00:00,STB,26.8
2024-04-19T00:00:00,TCB,21.57805
2024-04-19T00:00:00,TPB,16.1518
2024-04-19T00:00:00,VHM,41.5
2024-04-19T00:00:00,VIB,21.1
2024-04-19T00:00:00,VIC,42.6
2024-04-19T00:00:00,VNM,64.2
2024-04-19T00:00:00,VPB,17.18595
2024-04-19T00:00:00,VRE,21.3
2024-04-17T00:00:00,VN30,1210.74
2024-04-17T00:00:00,ACB,22.47
2024-04-17T00:00:00,FPT,96.55048
2024-04-17T00:00:00,HDB,23
2024-04-17T00:00:00,HPG,25.4548
2024-04-17T00:00:00,MBB,22.60104
2024-04-17T00:00:00,MSN,66.8
2024-04-17T00:00:00,MWG,49.4
2024-04-17T00:00:00,POW,10.95
2024-04-17T00:00:00,SHB,11.1
2024-04-17T00:00:00,STB,26.8
2024-04-17T00:00:00,TCB,21.747765
2024-04-17T00:00:00,TPB,16.541
2024-04-17T00:00:00,VHM,41.8
2024-04-17T00:00:00,VIB,21.5
2024-04-17T00:00:00,VIC,45
2024-04-17T00:00:00,VNM,64.2
2024-04-17T00:00:00,VPB,17.233425
2024-04-17T00:00:00,VRE,22
2024-04-16T00:00:00,VN30,1232.7
2024-04-16T00:00:00,ACB,22.806
2024-04-16T00:00:00,FPT,97.5868
2024-04-16T00:00:00,HDB,23.5
2024-04-16T00:00:00,HPG,25.772985
2024-04-16T00:00:00,MBB,23.38376
2024-04-16T00:00:00,MSN,66.1
2024-04-16T00:00:00,MWG,49.9
2024-04-16T00:00:00,POW,10.9
2024-04-16T00:00:00,SHB,11.5
2024-04-16T00:00:00,STB,27.3
2024-04-16T00:00:00,TCB,22.06295
2024-04-16T00:00:00,TPB,17.1248
2024-04-16T00:00:00,VHM,42.7
2024-04-16T00:00:00,VIB,21.90056
2024-04-16T00:00:00,VIC,46.4
2024-04-16T00:00:00,VNM,64
2024-04-16T00:00:00,VPB,17.803125
2024-04-16T00:00:00,VRE,22.2
2024-04-15T00:00:00,VN30,1227.9
2024-04-15T00:00:00,ACB,22.554
2024-04-15T00:00:00,FPT,96.37776
2024-04-15T00:00:00,HDB,23.5
2024-04-15T00:00:00,HPG,25.90935
2024-04-15T00:00:00,MBB,22.89456
2024-04-15T00:00:00,MSN,66.9
2024-04-15T00:00:00,MWG,49.9
2024-04-15T00:00:00,POW,11.15
2024-04-15T00:00:00,SHB,11.35
2024-04-15T00:00:00,STB,27.5
2024-04-15T00:00:00,TCB,21.52956
2024-04-15T00:00:00,TPB,17.0275
2024-04-15T00:00:00,VHM,42.4
2024-04-15T00:00:00,VIB,21.852
2024-04-15T00:00:00,VIC,47
2024-04-15T00:00:00,VNM,64.9
2024-04-15T00:00:00,VPB,17.6607
2024-04-15T00:00:00,VRE,22.5
2024-04-12T00:00:00,VN30,1284.74
2024-04-12T00:00:00,ACB,23.52
2024-04-12T00:00:00,FPT,99.7458
2024-04-12T00:00:00,HDB,24.3
2024-04-12T00:00:00,HPG,27.227545
2024-04-12T00:00:00,MBB,24.11756
2024-04-12T00:00:00,MSN,71.9
2024-04-12T00:00:00,MWG,52
2024-04-12T00:00:00,POW,11.25
2024-04-12T00:00:00,SHB,11.3
2024-04-12T00:00:00,STB,29.1
2024-04-12T00:00:00,TCB,22.98426
2024-04-12T00:00:00,TPB,18.1951
2024-04-12T00:00:00,VHM,44.5
2024-04-12T00:00:00,VIB,22.92032
2024-04-12T00:00:00,VIC,48.45
2024-04-12T00:00:00,VNM,66.7
2024-04-12T00:00:00,VPB,18.70515
2024-04-12T00:00:00,VRE,24.15
2024-04-11T00:00:00,VN30,1262.86
2024-04-11T00:00:00,ACB,22.806
2024-04-11T00:00:00,FPT,99.22764
2024-04-11T00:00:00,HDB,24
2024-04-11T00:00:00,HPG,27.18209
2024-04-11T00:00:00,MBB,23.237
2024-04-11T00:00:00,MSN,71.8
2024-04-11T00:00:00,MWG,52.3
2024-04-11T00:00:00,POW,11.2
2024-04-11T00:00:00,SHB,11.1
2024-04-11T00:00:00,STB,28.85
2024-04-11T00:00:00,TCB,21.86899
2024-04-11T00:00:00,TPB,17.85455
2024-04-11T00:00:00,VHM,44.15
2024-04-11T00:00:00,VIB,22.24048
2024-04-11T00:00:00,VIC,48.3
2024-04-11T00:00:00,VNM,66.6
2024-04-11T00:00:00,VPB,18.372825
2024-04-11T00:00:00,VRE,23.9
2024-04-10T00:00:00,VN30,1263.82
2024-04-10T00:00:00,ACB,22.764
2024-04-10T00:00:00,FPT,98.27768
2024-04-10T00:00:00,HDB,23.95
2024-04-10T00:00:00,HPG,26.954815
2024-04-10T00:00:00,MBB,23.28592
2024-04-10T00:00:00,MSN,72.5
2024-04-10T00:00:00,MWG,52
2024-04-10T00:00:00,POW,11.3
2024-04-10T00:00:00,SHB,11.2
2024-04-10T00:00:00,STB,29.1
2024-04-10T00:00:00,TCB,22.135685
2024-04-10T00:00:00,TPB,17.85455
2024-04-10T00:00:00,VHM,44.2
2024-04-10T00:00:00,VIB,22.24048
2024-04-10T00:00:00,VIC,48.5
2024-04-10T00:00:00,VNM,66.8
2024-04-10T00:00:00,VPB,18.372825
2024-04-10T00:00:00,VRE,24.25
2024-04-09T00:00:00,VN30,1266.92
2024-04-09T00:00:00,ACB,22.932
2024-04-09T00:00:00,FPT,97.5868
2024-04-09T00:00:00,HDB,23.95
2024-04-09T00:00:00,HPG,27.18209
2024-04-09T00:00:00,MBB,23.4816
2024-04-09T00:00:00,MSN,73.5
2024-04-09T00:00:00,MWG,52.8
2024-04-09T00:00:00,POW,11.3
2024-04-09T00:00:00,SHB,11.2
2024-04-09T00:00:00,STB,29.15
2024-04-09T00:00:00,TCB,22.20842
2024-04-09T00:00:00,TPB,18.0978
2024-04-09T00:00:00,VHM,43.2
2024-04-09T00:00:00,VIB,22.38616
2024-04-09T00:00:00,VIC,47.7
2024-04-09T00:00:00,VNM,67
2024-04-09T00:00:00,VPB,18.372825
2024-04-09T00:00:00,VRE,24.2
2024-04-08T00:00:00,VN30,1254.72
2024-04-08T00:00:00,ACB,22.806
2024-04-08T00:00:00,FPT,97.24136
2024-04-08T00:00:00,HDB,23.9
2024-04-08T00:00:00,HPG,26.90936
2024-04-08T00:00:00,MBB,22.9924
2024-04-08T00:00:00,MSN,71.9
2024-04-08T00:00:00,MWG,50
2024-04-08T00:00:00,POW,11.2
2024-04-08T00:00:00,SHB,11.1
2024-04-08T00:00:00,STB,29
2024-04-08T00:00:00,TCB,22.06295
2024-04-08T00:00:00,TPB,17.75725
2024-04-08T00:00:00,VHM,43
2024-04-08T00:00:00,VIB,22.04624
2024-04-08T00:00:00,VIC,47.7
2024-04-08T00:00:00,VNM,67
2024-04-08T00:00:00,VPB,18.4203
2024-04-08T00:00:00,VRE,23.6
2024-04-05T00:00:00,VN30,1257.78
2024-04-05T00:00:00,ACB,22.806
2024-04-05T00:00:00,FPT,98.19132
2024-04-05T00:00:00,HDB,23.35
2024-04-05T00:00:00,HPG,26.772995
2024-04-05T00:00:00,MBB,22.84564
2024-04-05T00:00:00,MSN,71.9
2024-04-05T00:00:00,MWG,51
2024-04-05T00:00:00,POW,11.25
2024-04-05T00:00:00,SHB,11.15
2024-04-05T00:00:00,STB,29.6
2024-04-05T00:00:00,TCB,21.91748
2024-04-05T00:00:00,TPB,17.7086
2024-04-05T00:00:00,VHM,42.95
2024-04-05T00:00:00,VIB,22.04624
2024-04-05T00:00:00,VIC,47.8
2024-04-05T00:00:00,VNM,67.9
2024-04-05T00:00:00,VPB,18.467775
2024-04-05T00:00:00,VRE,24.7
2024-04-04T00:00:00,VN30,1267.65
2024-04-04T00:00:00,ACB,23.142
2024-04-04T00:00:00,FPT,98.4504
2024-04-04T00:00:00,HDB,23.35
2024-04-04T00:00:00,HPG,26.90936
2024-04-04T00:00:00,MBB,23.28592
2024-04-04T00:00:00,MSN,73.4
2024-04-04T00:00:00,MWG,50.7
2024-04-04T00:00:00,POW,11.3
2024-04-04T00:00:00,SHB,11.2
2024-04-04T00:00:00,STB,29.7
2024-04-04T00:00:00,TCB,22.3054
2024-04-04T00:00:00,TPB,17.9032
2024-04-04T00:00:00,VHM,43
2024-04-04T00:00:00,VIB,22.53184
2024-04-04T00:00:00,VIC,47.85
2024-04-04T00:00:00,VNM,68.2
2024-04-04T00:00:00,VPB,18.32535
2024-04-04T00:00:00,VRE,25.3
2024-04-03T00:00:00,VN30,1274.27
2024-04-03T00:00:00,ACB,23.52
2024-04-03T00:00:00,FPT,99.40036
2024-04-03T00:00:00,HDB,23.4
2024-04-03T00:00:00,HPG,27.227545
2024-04-03T00:00:00,MBB,23.67728
2024-04-03T00:00:00,MSN,73.4
2024-04-03T00:00:00,MWG,50.2
2024-04-03T00:00:00,POW,11.4
2024-04-03T00:00:00,SHB,11.25
2024-04-03T00:00:00,STB,30.1
2024-04-03T00:00:00,TCB,22.69332
2024-04-03T00:00:00,TPB,18.0005
2024-04-03T00:00:00,VHM,43.1
2024-04-03T00:00:00,VIB,22.87176
2024-04-03T00:00:00,VIC,47.75
2024-04-03T00:00:00,VNM,66.7
2024-04-03T00:00:00,VPB,18.372825
2024-04-03T00:00:00,VRE,25.5
2024-04-02T00:00:00,VN30,1292.3
2024-04-02T00:00:00,ACB,23.856
2024-04-02T00:00:00,FPT,101.0412
2024-04-02T00:00:00,HDB,23.9
2024-04-02T00:00:00,HPG,27.63664
2024-04-02T00:00:00,MBB,24.26432
2024-04-02T00:00:00,MSN,74.5
2024-04-02T00:00:00,MWG,51.6
2024-04-02T00:00:00,POW,11.55
2024-04-02T00:00:00,SHB,11.4
2024-04-02T00:00:00,STB,30.2
2024-04-02T00:00:00,TCB,23.105485
2024-04-02T00:00:00,TPB,18.34105
2024-04-02T00:00:00,VHM,43.15
2024-04-02T00:00:00,VIB,23.40592
2024-04-02T00:00:00,VIC,47.8
2024-04-02T00:00:00,VNM,67.3
2024-04-02T00:00:00,VPB,18.562725
2024-04-02T00:00:00,VRE,25.55
2024-04-01T00:00:00,VN30,1292.62
2024-04-01T00:00:00,ACB,23.898
2024-04-01T00:00:00,FPT,100.86848
2024-04-01T00:00:00,HDB,24
2024-04-01T00:00:00,HPG,27.36391
2024-04-01T00:00:00,MBB,24.36216
2024-04-01T00:00:00,MSN,73.4
2024-04-01T00:00:00,MWG,51.4
2024-04-01T00:00:00,POW,11.35
2024-04-01T00:00:00,SHB,11.45
2024-04-01T00:00:00,STB,31.4
2024-04-01T00:00:00,TCB,23.008505
2024-04-01T00:00:00,TPB,18.24375
2024-04-01T00:00:00,VHM,42.9
2024-04-01T00:00:00,VIB,23.60016
2024-04-01T00:00:00,VIC,47.85
2024-04-01T00:00:00,VNM,67
2024-04-01T00:00:00,VPB,18.657675
2024-04-01T00:00:00,VRE,25.7
2024-03-29T00:00:00,VN30,1296.9
2024-03-29T00:00:00,ACB,23.94
2024-03-29T00:00:00,FPT,100.6094
2024-03-29T00:00:00,HDB,24.1
2024-03-29T00:00:00,HPG,27.500275
2024-03-29T00:00:00,MBB,24.85136
2024-03-29T00:00:00,MSN,74.2
2024-03-29T00:00:00,MWG,51.1
2024-03-29T00:00:00,POW,11.4
2024-03-29T00:00:00,SHB,11.4
2024-03-29T00:00:00,STB,31.6
2024-03-29T00:00:00,TCB,23.056995
2024-03-29T00:00:00,TPB,18.5843
2024-03-29T00:00:00,VHM,42.85
2024-03-29T00:00:00,VIB,23.89152
2024-03-29T00:00:00,VIC,47.65
2024-03-29T00:00:00,VNM,67.6
2024-03-29T00:00:00,VPB,18.752625
2024-03-29T00:00:00,VRE,25.85
2024-03-28T00:00:00,VN30,1303.2
2024-03-28T00:00:00,ACB,23.814
2024-03-28T00:00:00,FPT,101.12756
2024-03-28T00:00:00,HDB,24.25
2024-03-28T00:00:00,HPG,27.773005
2024-03-28T00:00:00,MBB,24.9492
2024-03-28T00:00:00,MSN,76
2024-03-28T00:00:00,MWG,51
2024-03-28T00:00:00,POW,11.45
2024-03-28T00:00:00,SHB,11.6
2024-03-28T00:00:00,STB,32
2024-03-28T00:00:00,TCB,23.2752
2024-03-28T00:00:00,TPB,18.5843
2024-03-28T00:00:00,VHM,43.3
2024-03-28T00:00:00,VIB,23.5516
2024-03-28T00:00:00,VIC,47.6
2024-03-28T00:00:00,VNM,67.7
2024-03-28T00:00:00,VPB,18.657675
2024-03-28T00:00:00,VRE,25.65
2024-03-27T00:00:00,VN30,1288.77
2024-03-27T00:00:00,ACB,23.52
2024-03-27T00:00:00,FPT,99.48672
2024-03-27T00:00:00,HDB,24.15
2024-03-27T00:00:00,HPG,27.81846
2024-03-27T00:00:00,MBB,24.75352
2024-03-27T00:00:00,MSN,75.4
2024-03-27T00:00:00,MWG,50.7
2024-03-27T00:00:00,POW,11.45
2024-03-27T00:00:00,SHB,11.5
2024-03-27T00:00:00,STB,30.9
2024-03-27T00:00:00,TCB,22.087195
2024-03-27T00:00:00,TPB,18.6816
2024-03-27T00:00:00,VHM,42.5
2024-03-27T00:00:00,VIB,23.50304
2024-03-27T00:00:00,VIC,47.05
2024-03-27T00:00:00,VNM,67.7
2024-03-27T00:00:00,VPB,18.6102
2024-03-27T00:00:00,VRE,25.95
2024-03-26T00:00:00,VN30,1286.23
2024-03-26T00:00:00,ACB,23.478
2024-03-26T00:00:00,FPT,99.314
2024-03-26T00:00:00,HDB,24.2
2024-03-26T00:00:00,HPG,27.773005
2024-03-26T00:00:00,MBB,24.7046
2024-03-26T00:00:00,MSN,74
2024-03-26T00:00:00,MWG,48.65
2024-03-26T00:00:00,POW,11.45
2024-03-26T00:00:00,SHB,11.5
2024-03-26T00:00:00,STB,31
2024-03-26T00:00:00,TCB,22.281155
2024-03-26T00:00:00,TPB,18.63295
2024-03-26T00:00:00,VHM,42.75
2024-03-26T00:00:00,VIB,23.64872
2024-03-26T00:00:00,VIC,47.05
2024-03-26T00:00:00,VNM,67.7
2024-03-26T00:00:00,VPB,18.6102
2024-03-26T00:00:00,VRE,26.4
2024-03-25T00:00:00,VN30,1270
2024-03-25T00:00:00,ACB,23.1
2024-03-25T00:00:00,FPT,98.4504
2024-03-25T00:00:00,HDB,23.55
2024-03-25T00:00:00,HPG,27.45482
2024-03-25T00:00:00,MBB,24.16648
2024-03-25T00:00:00,MSN,75.5
2024-03-25T00:00:00,MWG,48.3
2024-03-25T00:00:00,POW,11.4
2024-03-25T00:00:00,SHB,11.45
2024-03-25T00:00:00,STB,30.85
2024-03-25T00:00:00,TCB,21.72352
2024-03-25T00:00:00,TPB,18.487
2024-03-25T00:00:00,VHM,42.55
2024-03-25T00:00:00,VIB,23.26024
2024-03-25T00:00:00,VIC,46.85
2024-03-25T00:00:00,VNM,67.3
2024-03-25T00:00:00,VPB,17.94555
2024-03-25T00:00:00,VRE,26.05
2024-03-22T00:00:00,VN30,1284.14
2024-03-22T00:00:00,ACB,23.646
2024-03-22T00:00:00,FPT,99.22764
2024-03-22T00:00:00,HDB,23.8
2024-03-22T00:00:00,HPG,27.773005
2024-03-22T00:00:00,MBB,24.50892
2024-03-22T00:00:00,MSN,78.5
2024-03-22T00:00:00,MWG,49.1
2024-03-22T00:00:00,POW,11.5
2024-03-22T00:00:00,SHB,11.55
2024-03-22T00:00:00,STB,31.65
2024-03-22T00:00:00,TCB,21.77201
2024-03-22T00:00:00,TPB,18.24375
2024-03-22T00:00:00,VHM,42.8
2024-03-22T00:00:00,VIB,23.50304
2024-03-22T00:00:00,VIC,46.6
2024-03-22T00:00:00,VNM,67.8
2024-03-22T00:00:00,VPB,17.8506
2024-03-22T00:00:00,VRE,26.7
2024-03-21T00:00:00,VN30,1281.57
2024-03-21T00:00:00,ACB,23.52
2024-03-21T00:00:00,FPT,100.35032
2024-03-21T00:00:00,HDB,23.9
2024-03-21T00:00:00,HPG,27.500275
2024-03-21T00:00:00,MBB,24.2154
2024-03-21T00:00:00,MSN,78
2024-03-21T00:00:00,MWG,48.5
2024-03-21T00:00:00,POW,11.4
2024-03-21T00:00:00,SHB,11.45
2024-03-21T00:00:00,STB,31.5
2024-03-21T00:00:00,TCB,21.86899
2024-03-21T00:00:00,TPB,18.24375
2024-03-21T00:00:00,VHM,42.9
2024-03-21T00:00:00,VIB,23.60016
2024-03-21T00:00:00,VIC,46.5
2024-03-21T00:00:00,VNM,68.4
2024-03-21T00:00:00,VPB,17.803125
2024-03-21T00:00:00,VRE,26.95
2024-03-20T00:00:00,VN30,1259.06
2024-03-20T00:00:00,ACB,23.1
2024-03-20T00:00:00,FPT,98.8822
2024-03-20T00:00:00,HDB,22.6
2024-03-20T00:00:00,HPG,27.273
2024-03-20T00:00:00,MBB,23.62836
2024-03-20T00:00:00,MSN,77.3
2024-03-20T00:00:00,MWG,48
2024-03-20T00:00:00,POW,11.4
2024-03-20T00:00:00,SHB,11.35
2024-03-20T00:00:00,STB,31.15
2024-03-20T00:00:00,TCB,20.51127
2024-03-20T00:00:00,TPB,18.0978
2024-03-20T00:00:00,VHM,42.5
2024-03-20T00:00:00,VIB,22.92032
2024-03-20T00:00:00,VIC,46.5
2024-03-20T00:00:00,VNM,68
2024-03-20T00:00:00,VPB,17.708175
2024-03-20T00:00:00,VRE,26.35
2024-03-19T00:00:00,VN30,1234.74
2024-03-19T00:00:00,ACB,22.554
2024-03-19T00:00:00,FPT,96.7232
2024-03-19T00:00:00,HDB,22.35
2024-03-19T00:00:00,HPG,27.09118
2024-03-19T00:00:00,MBB,22.69888
2024-03-19T00:00:00,MSN,77.4
2024-03-19T00:00:00,MWG,45.5
2024-03-19T00:00:00,POW,11.25
2024-03-19T00:00:00,SHB,11.2
2024-03-19T00:00:00,STB,30.4
2024-03-19T00:00:00,TCB,19.54147
2024-03-19T00:00:00,TPB,17.7086
2024-03-19T00:00:00,VHM,42.9
2024-03-19T00:00:00,VIB,21.46352
2024-03-19T00:00:00,VIC,47
2024-03-19T00:00:00,VNM,67.8
2024-03-19T00:00:00,VPB,17.233425
2024-03-19T00:00:00,VRE,26.75
2024-03-18T00:00:00,VN30,1235.74
2024-03-18T00:00:00,ACB,22.596
2024-03-18T00:00:00,FPT,97.5868
2024-03-18T00:00:00,HDB,22.3
2024-03-18T00:00:00,HPG,26.90936
2024-03-18T00:00:00,MBB,22.69888
2024-03-18T00:00:00,MSN,77.9
2024-03-18T00:00:00,MWG,45.9
2024-03-18T00:00:00,POW,11.3
2024-03-18T00:00:00,SHB,11.15
2024-03-18T00:00:00,STB,30.25
2024-03-18T00:00:00,TCB,19.44449
2024-03-18T00:00:00,TPB,17.8059
2024-03-18T00:00:00,VHM,42.1
2024-03-18T00:00:00,VIB,21.6092
2024-03-18T00:00:00,VIC,46.1
2024-03-18T00:00:00,VNM,67.9
2024-03-18T00:00:00,VPB,17.2809
2024-03-18T00:00:00,VRE,27.55
2024-03-15T00:00:00,VN30,1256.42
2024-03-15T00:00:00,ACB,22.974
2024-03-15T00:00:00,FPT,100.1776
2024-03-15T00:00:00,HDB,23
2024-03-15T00:00:00,HPG,27.36391
2024-03-15T00:00:00,MBB,23.28592
2024-03-15T00:00:00,MSN,78.5
2024-03-15T00:00:00,MWG,47.35
2024-03-15T00:00:00,POW,11.45
2024-03-15T00:00:00,SHB,11.4
2024-03-15T00:00:00,STB,30.5
2024-03-15T00:00:00,TCB,20.07486
2024-03-15T00:00:00,TPB,18.2924
2024-03-15T00:00:00,VHM,42.4
2024-03-15T00:00:00,VIB,21.852
2024-03-15T00:00:00,VIC,44.4
2024-03-15T00:00:00,VNM,68.8
2024-03-15T00:00:00,VPB,17.708175
2024-03-15T00:00:00,VRE,25.75
2024-03-14T00:00:00,VN30,1260.32
2024-03-14T00:00:00,ACB,22.89
2024-03-14T00:00:00,FPT,101.0412
2024-03-14T00:00:00,HDB,22.95
2024-03-14T00:00:00,HPG,27.591185
2024-03-14T00:00:00,MBB,22.94348
2024-03-14T00:00:00,MSN,78.9
2024-03-14T00:00:00,MWG,47.25
2024-03-14T00:00:00,POW,11.6
2024-03-14T00:00:00,SHB,11.45
2024-03-14T00:00:00,STB,30.45
2024-03-14T00:00:00,TCB,20.07486
2024-03-14T00:00:00,TPB,18.24375
2024-03-14T00:00:00,VHM,42.9
2024-03-14T00:00:00,VIB,21.07504
2024-03-14T00:00:00,VIC,45.95
